,Review,Rating
2978,Nice Performance,3
2979,"Needs to be upgraded to 16 gb for Better performance but this is a value for money laptop, screen is bright enough, buttons are backlight, CHARGING IS FAST , boot up time is just 5 seconds, it's really fast",4
2980,Good,5
2981,Overall good genuine product.,4
2982,Good👍 performance,5
2983,"Performance is Good & Smooth. Latest softwares & OS are good to go.
Space is less.
Games also works good.
Color definition not accurate.
Sound very low. Speakers are use less. You will need external speakers

From my perspective, Its good for office & heavy softwares but for music, movies & entertainment speakers are not that great",4
2984,"It's a very good laptop . Basically a value for money product . Don't hesitate to buy it just buy it . But remember one thing that the battery life is very poor . Also it has no MS office license included ,also it doesn't have extra ssb slot and has no slot for hdd.
Otherwise this is the best laptop wrt price.",4
2985,Good product. Wait for offer. Excellent performance,4
2986,"Excellent performance at affordable price.
Built quality super",5
2987,"Value for money product and no one can get it from offline with amazing features of this,size is large few often can feel as mini tv😁😁😁😍😍",5
2988,Nice Performance,3
2989,"Needs to be upgraded to 16 gb for Better performance but this is a value for money laptop, screen is bright enough, buttons are backlight, CHARGING IS FAST , boot up time is just 5 seconds, it's really fast",4
2990,"Performance is upto the mark as per my expectations.
No such heating issues. Battery backup is not so good. Good for entry level gamers. Well, I haven't tried the heavy games. Display is superb. Sound is also good. Customer support service is also good. They guided me regarding some settings :D.",5
2991,"Something wow about this 💻
Intelligent performance
Excellent speed
High performance
Better battery life",5
2992,Amazing Product I loved it ❤️,5
2993,Speaker volume is low and performance is good,4
2994,Just wow performance for 51k,5
2995,Very good laptop but only battery performance is slow but laptop is very good value for money,5
2996,"Battery backup was the only problem.... But performance wise it was the best... I took a good decision to buy it...... Best with low price... High specs.... And 100% value for money product.... I will recommend everyone to buy this....
Powli🔥🔥🔥🔥🔥🔥",5
2997,"Performance is good, but battery should be more stable, camera quality is very poor",4
2998,Good product,5
2999,Good product,4
3000,"After the 10 day the product display turn off. worst product
Don't buy",1
3001,Nice,5
3002,Nice,5
3003,Good.,5
3004,Good product,5
3005,"Best price ,Best Deal,Best laptop ❤️😍",4
3006,Nice,5
3007,Very much satisfied. Value for money 💰.,5
3008,Liked it 😎😎😎,5
3009,Best for music production,5
3010,"This product is worthy than the value given by you.
Pros:
Best in performance for multiple tasks.
Best for gaming and coding purpose.
Cons:
Battery would get diminished very fast even in simple task...in continuous use,the battery would only last long for 3-4 hours.",4
3011,Very nice,5
3012,After updating laptop not open,4
3013,very nice,5
3014,Totally disappointing,1
3015,Best laptop in the price range. Just FLIPKART delivery was not good .,5
3016,"Fully satisfied
Go for it",5
3017,Best in class,5
3018,"Nice laptop good experience of windows 11
Thermals are good
Display quality is superb
Graphic are excellent
I loved it",5
3019,best laptop in this price range,5
3020,Amazing product! Great looks and mind blowing performance. Don’t think twice just go for it. It’s got killer specs for this price.,5
3021,Good buy,5
3022,Nice,4
3023,Best for the price,5
3024,Just go for it.Got windows 11 out of the box.,5
3025,Best choice in this budgete,4
3026,Everything is great.,5
3027,Good performance. Overall a BEAST item🔥,5
3028,Best laptop in this amount with great features,5
3029,Excellent product,5
3030,Decent one exceot battery life,4
3031,Good,4
3032,Its really good and budget friendly laptop performance was really great but battery back was too bad and design is good,5
3033,I am writing this review after using it for three days. Speed is superb. It starts within 5 to 6 seconds. It can handle a heavy load software in smooth way. I will write about its GPU performance later.,5
3034,This lappy comes with a good price. I loved the performance and the battery backup. Sleek and slim. Powerful and quality as expected within the price. Must recommended.,5
3035,Good laptop....u can buy if u want good one with good configuration,4
3036,"Nice product
But build quality is low
Overall good and medium 🤘",5
3037,"battery back up and less brightness , heavy weight are the main issues, other wise value for money.",3
3038,nice performance,5
3039,Good Product..!!,5
3040,"Wow superb camera phone
Very smooth speed and no lag , iphone is the king always
Its a beautiful product",5
3041,The brand is very trustworthy and i got genuine pice at a very low cost.I ordered the green one and trust me the colour was amazing.All the colours but specifically green and purple are nice for look.Thanks to flipkart❤️,5
3042,Awesome phone … value for money.. Happy with battery life.. Awesome camera features… look at the images snapped using the phone… easy to use.. Just feared about getting scratch at back glass… but using cover helped it…,5
3043,"Guys ,this is just Beast at Every Aspect of Configurations, Full Pack with What You want, Like Best Camera , Best Display, Best Battery for whole Day Use, And Everyone know About Processing Speed👌..",5
3044,"Excellent product worth for every penny, writing this review after using 7 days, earlier was using iPhone 6Plus now on iPhone 12 😍, faster then anything this else.
Excellent Picture quality.
Just loved it.!!",5
3045,"Thanx flipkart for value super sale for short time period of 1hour😁, flipkart might need to work on faster delivery
Iphone 12 which i got in best price on flipkart
1. Camera performance - superb
2. Display - superb
3. Interface - Amazing",5
3046,Thanks flipkart i trust you got my device perfectly loved it best phone in it's segment,5
3047,"My 1st iPhone ever and I’m loving it. Great performance, awesome display, camera is outstanding which comes with heavily priced. But worth it. White color looks super cool. 🎉😊😍",5
3048,"Top class performance and battery backup too. Charges quickly if u are using a 20w charger. Night mode is good , HDR mode works flawlessly. VFM phone.",5
3049,"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available",5
3050,"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available",5
3051,"It’s my first iPhone ever and I bought it with my earned money through part time jobs in college✌️

I am a tech freak so you can trust my views -
- A14 Bionic is the fastest, most efficient and reliable processor till date
- The camera focuses so quickly that you can take DSLR quality photos.
- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real.
- The stereo speakers are so clear even on high volume an...",5
3052,"This was an awesome buy. I bought this phone for my father who was upgrading from an iPhone 6. He is very happy with this phone. The size is really good. He said that it was even more comfortable to hold than the 6 as it had flat sides. It is Smaller than most android phones but big enough for anything and everything.

The performance is Stellar. You won't notice any lag and it's very fast. Ram management is good too. And the phone stays at a reasonable temperature even when using Gmaps.

Th...",5
3053,"Perfect phone , Apple after all
Go for it eyes closed if in the budget.
Camera best quality, crystal clear photos and super stable videos at 4k 30/60 fps,best slow motion in the phone ever.
Performance : best then any android (even 1+ 9 pro )
Battery life last for a day use anyhow.
Super smooth software experience.
Topnotch security level 💯
Very lightweight to hold.",5
3054,Excellent product worth every penny right this review after using 7 days earlier was using phone iPhone 6s now on iPhone 12😍😍 faster than anything this else… excellent picture quality just love it iPhone12,5
3055,"Best in every department. ❤️
I upgraded on iPhone from Samsung S20plus and after use almost 10 days I realise that it’s my good decision.",5
3056,"iPhone 6S Plus 64GB -> iPhone 12 128GB
My 2nd iPhone, upgraded after 5 years.

Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊

Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂

Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...",5
3057,Night mode is simply amazing and give you a clear and crisp image even when you are in dark.,5
3058,"The best is yet to come, I am really happy with the product was delivered on time by Flipkart, over all liked the colours it’s a dream come to true to finally have an iPhone. Thank you Flipkart",5
3059,"Switched from Android to iPhone and this transition was really smooth due to its easier GUI. I bought this 128 Gb variant and Didn’t waited for iPhone 13 as iPhone 12 has all ,what one need in a perfect phone. In person white colour seems much sexier than purple and black. Attached pics for the reference.

1.OLED Screen is good but by default its much of a warmer tone.You can disable the True tone option.Dark mode is lit 🔥🔥
2.Battery 🔋 lasts a day with Wifi ,location and Mobile Data on. Go...",5
3060,"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available",5
3061,"It’s my first iPhone ever and I bought it with my earned money through part time jobs in college✌️

I am a tech freak so you can trust my views -
- A14 Bionic is the fastest, most efficient and reliable processor till date
- The camera focuses so quickly that you can take DSLR quality photos.
- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real.
- The stereo speakers are so clear even on high volume an...",5
3062,"This was an awesome buy. I bought this phone for my father who was upgrading from an iPhone 6. He is very happy with this phone. The size is really good. He said that it was even more comfortable to hold than the 6 as it had flat sides. It is Smaller than most android phones but big enough for anything and everything.

The performance is Stellar. You won't notice any lag and it's very fast. Ram management is good too. And the phone stays at a reasonable temperature even when using Gmaps.

Th...",5
3063,"Perfect phone , Apple after all
Go for it eyes closed if in the budget.
Camera best quality, crystal clear photos and super stable videos at 4k 30/60 fps,best slow motion in the phone ever.
Performance : best then any android (even 1+ 9 pro )
Battery life last for a day use anyhow.
Super smooth software experience.
Topnotch security level 💯
Very lightweight to hold.",5
3064,Excellent product worth every penny right this review after using 7 days earlier was using phone iPhone 6s now on iPhone 12😍😍 faster than anything this else… excellent picture quality just love it iPhone12,5
3065,"Best in every department. ❤️
I upgraded on iPhone from Samsung S20plus and after use almost 10 days I realise that it’s my good decision.",5
3066,"iPhone 6S Plus 64GB -> iPhone 12 128GB
My 2nd iPhone, upgraded after 5 years.

Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊

Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂

Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...",5
3067,Night mode is simply amazing and give you a clear and crisp image even when you are in dark.,5
3068,"The best is yet to come, I am really happy with the product was delivered on time by Flipkart, over all liked the colours it’s a dream come to true to finally have an iPhone. Thank you Flipkart",5
3069,"Switched from Android to iPhone and this transition was really smooth due to its easier GUI. I bought this 128 Gb variant and Didn’t waited for iPhone 13 as iPhone 12 has all ,what one need in a perfect phone. In person white colour seems much sexier than purple and black. Attached pics for the reference.

1.OLED Screen is good but by default its much of a warmer tone.You can disable the True tone option.Dark mode is lit 🔥🔥
2.Battery 🔋 lasts a day with Wifi ,location and Mobile Data on. Go...",5
3070,"The Product is fantastic with great nay awesome camera.
Battery management is good but still could be better.
Display is very beautiful and treat to watch videos.
Design is good, gives vintage iphone kind of look.",5
3071,"I bought this iphone 12 in big billion days and saved alot thank you so much Flipkart for this amazing deal. The phone is great and has perfect camera, security and performance is ver good of this phone. No lack at all.
Battery backup is good you can spend a single day without charging it.
Size is perfect as iPhone 11 has same screen size but diffcult to carry but this device is light and perfect in size.
I give 4 star because they don’t other accessories now with iPhone.",4
3072,"Green colour is charming and priceless
No weight this iPhone
Totally mind blowing
Battery backup is not best of best but overall hall day backup normally usage
After update new version battery backup superb hall day easily use it
Camera quality awesome night mode superb
Display and 4K video look like live scene
Continue live internet use 7 or 8 hour battery backup",5
3073,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.",5
3074,"Bought First Apple product, Awesome design and look.
Happy with the performance but little disappointed with no charger and headphone at this price that's why 4 star given.
Anyways enjoying the one of the finest iPhone available in Market..
Thanks to flipkart for fast delivery.",4
3075,I got my product after 10 days from my ordered date but never mind finally i received my iphone 12 its crazyyyyy Trust me if you wanna have any handy Handset and high performance within your budget then you can go for this Its truly Unbeatable,5
3076,"Best phone ever in 2021
My first iphone.. Great and awesome experience
- Awesome Camera
- Awesome security🔒 features
- Great processing capabilities
And many more... ❤🥰🥰🥰❤",5
3077,"After being a long time samsung user i switched to iphone again after iphone 4s and i am thoroughly enjoying it. Ios 14 is much polished and android users will surely enjoy using ios now. Battry lasts a day with moderate use. Performance, usability, camera, sound and display everything is top notch. Icing on the cake apple car play is much more usable than android auto😬😬",5
3078,"So far so good. It’s my dream to own an iPhone for over a decade. Finally came true with iPhone 12. Previously owned Samsung S9 plus so competing with android i will say my likes and dislikes.

Likes:
1. OS is really fluid
2. Security features like facial recognition for app installation etc
3. Little nuances like ringtone sound reduction automatically after I see the mobile
4. Camera is good though still equal to Samsung can’t say extraordinary
5. Facial unlock is really quick
6. 5G ready s...",5
3079,"Overall performance of the phone is good as expected from Apple, but there is major overheating problem with the phone with minor usage and during charging(even with authentic 20w charger). The phone feels real hot even with minor usage especially on upper left side and left side. During charging, the phone gets very hot(not warm, like literally hot), so i have to plug out the charger after 10 minutes to avoid further heating. I don’t know if the problem is only with my device or its general,...",1
3080,Best camera and great battery backup low light picks are awesome and best aperture 1.7 And the pics from Night come out great. best value for money 🤟🏻👌🏻,5
3081,"What a amazing phone ! I bought this amazing beast for my soul mate & she’s very happy and blissful.
Wonderful camera , beautiful design must buy worth every penny",5
3082,"It’s a very light phone I totally loved the performance of this phone Shifting from android to IOS has some initial challenges but now I am use to it its a perfect fit phone in hand
Battery is pretty good for normal use I you and not fond of watching Videos and play games it last for 1.5 days with some gaming and video its manage to last a day.
Camera is super awesome in day light and performs pretty well on Night also.",5
3083,"I recently upgraded to the iPhone 12 and I have no regrets. The phone is very sleek, streamlined and svelte looking, especially in the red color, which I prefer.
The phone works flawlessly, with great audio and a decent speaker, for voice or music. The text feature, likewise, is extremely easy to use and intuitive. The phone takes excellent pictures, rivaling many stand-alone cameras and equipment, and the panoramic feature is very useful and cool. The other apps work great as well and open q...",5
3084,"Review after 15 days: Upgraded from iPhone X
Excellent phone with amazing battery back up, easily last a day with high usage.
Fast charging is also great. Charged 30% to > 80% within 30 mins.
Not to mention Camera quality. All iPhone have great camera quality. But upgrading from iPhone X, this phone’s camera quality is even better with better crispness and great in low light.
LED screen is pretty awesome. You can get great pictures and videos steaming.
Design is pretty awesome. Flat edges...",5
3085,"First time in my life I'm trying iphone, I'm an android Samsung note user. There are no powerful android phones which are compact to use single handedly..that's the main reason I'm living the iPhone. I didn't go for the 12 Pro max as it is ginormous in size and the 12 mini was reviewed to have sub par battery life. 12 and 12 Pro are the ideal phones for the best of both worlds. I didnt need the telephoto and Lidar camera, so I went with 12 to save some thousands. I'm enjoying the single hande...",5
3086,"Awesome product…
Camera: it’s superb.
Battery : quite good and runs for whole day if moderately use.
Display and design : perfect. iPhone 12 is looking so premium and best till date.
Performance: perfect and very smooth and premium.
Colour: i prefer Green because it looks more light green and different than others and ofcourse it gives premium look… 2nd option can be white.
Flipkart order : firstly I hesitated to buy from flipkart as it is of bug amount but I ordered and got my phone one day ...",5
3087,"Switched from Android to iOS and won’t regret a bit. This one of the best devices have used in a while.

Pros:

1. Performance is super snappy, no lags whatsoever.
2. Battery performance is pretty good too. M not a heavy user so currently charging it once every two days.
3. Haven’t used camera much but pretty sure it’s splendid too.
4. Size is spot on, neither too big nor too small. Very easy to use in one hand.
5. Display is good too. One note though, for those feeling display is too w...",5
3088,"price range is not for everyone but if you can afford it don't hesitate a bit because this phones gives you most realistic camera, stunning filters, efficient battery life, multimedia files take low storage, applications run smoothly and last but best part is the security features for messaging and payments.

I am not asking everyone to buy it but if you can afford an apple phone then you should always go for it without giving a second thought",5
3089,"Was using the OnePlus 7 pro before this, it was a 2 year old device but still had better battery backup than this Iphone. Rest you all know its an iphone, great camera, nice screen, ios is very smooth and consistent which many android phones lack, Face ID is a pain during Covid and boy they don't give charger which sucks.
Overall a nice phone, battery should have been better",3
3090,Got a genuine product. Checked the serial number online as well and it all matched. Works like a charm. Fast as ever. Worth the money,5
3091,"Upgraded from iPhone X.Noticed 3 major differences instantly.

1. Lot of difference in camera pictures. The best camera model from iPhone so far
2. Light weight and feels very handy during one hand use
3. Screen brightness is better than iPhone X

Not mentioning about other aspects like performance , speed as they already are close to perfect.

Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videos",5
3092,"Using iPhone since 5S onwards, it's never been a single thought to switch any other mobiles other than Apple. And iPhone 12 is an another wonderful device from Apple, finally upgraded from iPhone 7 --> iPhone 12 256GB. So happy with the product and comfort.

Still my old iPhone 7 is working like new, that is what I love about apple products. Highly recommend.

Thanks for quick delivery.",5
3093,"Top notch performance, get it if you have budget and want a reliable Smartphone for long term.

Still apple need some improvement in display like high refresh rate, smaller notch or full screen display may be.",4
3094,"I got my I phone 12 in just 2 days of order, Thanks flipkart for delivering it faster.

Pros:
Super faster than previous version
Display is amazing
Speaker is absolutely perfect.
It gives very classic premium looks.

Cons:
Charger & earphones are not coming in the box for the you need to spend 4k extra.
Cost is very high.
Battery backup is not good, it gives only 8hrs like previous versions.",5
3095,"It's my first iphone ever n i brought it with all my earned money✌✌
The best is yet to come n i am really happy with the product was delivered on time by flipkart
Overall it's light weighted, awesome camera quality n i love the purple color 😍🥰 so it's a dream come to true finally have a iphone ✌💯",5
3096,"Product is very fantastic i am just love it.
Display is awesome.
Performance like buttery smooth. Iam android user before 6year but never experience like this performance.
You can definitely go for this. Due to late delivery i give only three star.",5
3097,I want to tell u something before I say anything about this iphone I'm not downgrading this iphone I just wasn't surprised enough after using the phone honestly it made me older.... Camera is the best no need to worry about that...the bionic A14 chip is fast no lags or anything screen is good too...ummm everything is fine but if u want to try something new don't go for iphone...that's my opinion...,4
3098,"Stunning look, very premium, awesome camera, I have a moderate use so I get 2 days battery life in single charge, overall very happy with the purchase and last but not the least Fast delivery by Flipkart.",5
3099,"Nothing to say about this device. Absolutely flawless. Premium in-hand feel. Nothing to say about the camera. Surround sound works absolutely fine. A14 Bionic is just flawless. Smooth multi tasking. This is my first big upgrade to any flagship device and the usage is mesmerizing. Im literally impressed. Used 5s and 6s years ago, but nothing comes infront of this! Can blindly go for this device. Kudos to Flipkart and their next day delivery policy. Open box policy is also impressive. Go for it.",5
3100,"Overall a good experience. Takes sometime to get used to iOS if you're coming from android. The display is good, looks natural. I turned off true tone as I felt it made the display warmer than I like. Also you might find the colours not very saturated if you're coming from a Samsung phone.
Battery is very good, lasts an entire day and more for me. Camera is also pretty good.",5
3101,"Finally moved from Android (OnePlus 7T) to iOS & it’s a different level. Display is outstanding. Camera superb as usual. But surprised with the battery performance, its really great. Only drawback is the missing of 90Hz display, missed the fluidity of that. May be with time will habituated with that. But it’s worth noting. Overall an awesome luxurious experience from a luxurious brand.",5
3102,"Almost 1month of purshase and i am loving it .
Great for photography and videography and trust me the stability of video is awesome .
High end performence in Gaming , the only problem is that it heats up a little while playing Bgmi but if u play in a AC room then there's no issue .
The boxy look of iphone 12 is very good and it gives a premium feel while holding .
worth buying .
also if you are confused between iph 11 or iph12 then close your eyes and go for iphone 12 .",5
3103,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.",5
3104,"Migration from android to iOS, very much exited to use this phone and the quality of the camera is very good, faster and m very happy with the product. Request to send the proper bill along with the product n that is the only concern I have. Thank you.",5
3105,very good and nice i liked this i phone 12 my hand is Comfortable,5
3106,"Such a great phone with great features…excellent camera and display….decent battery life .. value for money phone …beast like processor ❤️❤️❤️
You can go for this without any hesitation … if u want to use a phone for long term simply go for this (128 gb) …",4
3107,Best ever Mobile. Worth every penny. Overall a good purchase. Processor is superfast. Loved it,5
3108,I am first time use iphone very fast performance battery backup to good iphone unic features copy paste double tap screen shot extra very help ful camera low light very good but camera manual mode missing no hug but some time get bugs crome browser totally 9/10 thanks to apple 🍏,4
3109,"After 2 months of usage, the device is perfect in all aspects. Nothing to say, ios is as smooth as butter. The battery, lasts well for me for more than a day; mild user though. The display, even with a notch, is cinematic in its own style. Camera is too good to be perfect.",5
3110,"Blazing Fast experience with Great Camera quality, light weight and super handy with superb Call quality. Iphone 12 is a Must buy!",5
3111,"Moved from iphone 6s to iphone 12. Had a Great experience. Everything working well. Trusted on flipkart & ordered and yes i got the perfect phone for me. Still i got to know that people didnt trust online shopping for this much amount product but feel free & buy it. Value for money. Best display, great camera, unique design, perfect grip.",5
3112,What a phone ! Its a beast in terms of performance and great battery life. Love the red colour. Got for a great price ! My first apple phone !,5
3113,"This is my 1st Apple product and I must say it's a beast of a device 🔥
It handle everything in a very smooth ways, it's buttery smooth 😌
I'm just loving this device and I must say iphones have something unique in them which everyone must try out❤️

I will write my detailed review after using it for 2 months.",5
3114,"First thing is I need to thank the seller for giving the original iPhone 12 for such a great pice. Once I got the product first thing I did was to check the serial number in the apple website and confirm the originality of the product. I was very happy as everything was perfect.

Now coming to the packing ,it was packed well and no damage was there. My old Samsung phone was exchanged for a good price and was also picked up by them.

I am really enjoying my first iPhone. Battery i am getting o...",5
3115,"1. First and foremost - The early delivery of Flipkart - The products arrived two days early as expected.
2. First-time IOS user - IOS is superfast
3. Built Quality - Excellent
4. Display - LED - Excellent
5. Photos - Wide-angle - Excellent, Portrait - Excellent, Panorama - Excellent
6. Video - Slowmotion 1080 to 240fps - Excellent, Video 4k @ 64 fps
7. In-hand feel - Excellent
8. As a status symbol - APPLE no words

I have purchased in an offer so got it at a reasonable rate. Overall thank...",5
3116,Awesome battery as expected and the product is way better than it's other phone. Unique face ID works in no light makes it more efficient. Overall a good geniune product and highly recommend.,5
3117,Firstly I would like to thanks Flipkart for one day delivery with secure & safe. Its realy awesome phone. I loved it. This is my first IPhone which I have swep from android to ios. White colour provide premium look. Tea Cup Pic is from IPhone 12,5
3118,"Save few bucks and buy this and avoid 13. Used this for a year and great compact beast if you got money to waste else restrict yourself for under 30k androids.
Not having great of everything but still best as it got everything you need in top notch phone.",5
3119,"An absolute charm to have this phone in your hands. Flipkart delivered in the next day in the BBD sale. Camera, display, looks, performance, smooth interface is all that makes iphones standout from rest. And iphone 12 delivers all that you require. Though iPhone's battery has always been the downside. Apple if you are listening we need much more larger battery capacity and you wont have to face any competition.
And thankfull we didn't get Nirma soap in our box😂",5
3120,"Undoubtedly awesome in performance, after all it’s 🍎, didn’t like battary backup though, with heavy usage can’t survive for a day, need to juice up in evening, another disadvantage is No fast charging.. Camera is good but not best out there and also keep in mind there is no file manager for data management and data sharing is not as easy as android.",4
3121,"This is a really great device i had my doubts to go for 12 or 13… and i went with 12 and i dont have any regrets. The camera is amazing whether it is daytime or nighttime the camera defeats any camera in this price range, Processor has always been good in iPhones, although the battery life might be a con for some people who are like me i use the phone way too much so i have charge the phone once in evening and once when i am about to sleep.. it gives around 6-7hrs of battery life if used hars...",5
3122,"It’s a beauty which comes at a cost. The transition from Android to IOS has been pretty smooth.My views after 20 days of usage are as follows
1. Amazing display
2. Excellent camera no comparison with other phones
3. Very good sound quality
4. The interface is confusing, will get used to it
5. Battery is good, could have been better
6. The design is awesome and very light in weight.Blue Color is really vibrant",5
3123,"Excellent phone, positives are clean OS excellent camera and beautiful display overall satisfied and happy to move from android to IOS",5
3124,Best mobile phone ever…..just go for it…..excellent battery life….no issue in battery….display is mind blowing….sound is like jhakkas….everything is perfect…i will mention one time more very nice battery backup…whole day n more also…if u use wisely your phone with proper settings….worth the value…and thank u Flipkart for fast delivery.,5
3125,The phone is very smooth it for a processor is very nice It cameras are decent like DSLR the best phone ever first Apple phone,5
3126,"Got iPhone 12 128 gb version for just 52k during October 2021 big billion sale.. This would be the cheapest price in 2021 to get this brand new iPhone in India..
Performance of phone and its brilliant cameras are just mind blowing.. Really love this phone a-lot.. Battery backup could have been better.. but still it's manageable.. Thank you Flipkart for providing this phone for such a affordable price",5
3127,"As switched from an android to ios it's worth upgrading .However ,there are some things particularly in iOS which i dislike for instance,it's a big challenge to transfer your data to a laptop unless it's a MacBook. Overall i can say the camera quality is top notch and processor which we all know it's the fastest chip yet furthermore the security we get is far better than android devices moreover thanks to flipkart for delivering the product earlier than the scheduled date.",4
3128,"If you are first time ios user u are surely going to miss few things frm android but the sense of security u get frm ios is unquestionable , and about the device its upto the mark the screen is so fluid that u will love it and battery optimisation is also top notch all the games i hv tried run buttery smooth so if u are ready to compromise on some features u can definitely go for it",5
3129,The most awaited. I like the White colour iPhone 12 . Overall performance is good nice to handle nice to hold. A handset Worth money. No charger,5
3130,"Writing this review after 50 days of ‘heavy’ use.

• The performance is just flawless. I played BGMI usually 6-7 hrs daily for 25-30 days (both classics and tournaments) with screen recording and never got even a single framedrop.

• Battery performance is also good. While playing heavy games continuously it gives a backup of around 4hrs and around 3-1/2 hrs with screen recording. If u are not playing heavy games then the battery will last all day long and there will be still left around 20%...",5
3131,"Perfect iPhone . Glad that I Pick iPhone 12 instead of iPhone 11 , Prices are bit high but Features are completely fill that Price Gap . I love that Device . Happy User 😁",5
3132,Appreciated with product!!!!!! It's amazing🤩 when I ordered there was so many doubt related products quality and refurbished Or duplicate... But when it was reached its amazing experience. Phone was fully packed as it bought from showroom...... And same with warranty... Warranty is in accurately activated by system... Very good product,5
3133,"Using apple after 3 years last I was using 6plus and after that S8 iOS is good if you are in this apple ecosystem otherwise I will ask everyone to stick to android
Camera is really good on this one
Speaker quality is amazing
Performance top notch
Battery life is fantastic it will last full day in heavy uses",5
3134,Great service by Flipkart. Iphone 12 is just awesome. The only con is they must provide charger. The battery is not that much great but works for a day if sufficiently charged.,5
3135,"Pros:
- Same screen quality compared to 12 Pro. Features are also mostly similar except for a few (for example, three back cameras instead of two), which is not a matter of concern for me.
- Consistent and super-smooth user experience of iOS. (If you are looking for feature richness, better to go with Android)
- Predictable battery life. This means, if your phone is on standby with 2% battery left, you will see the almost same battery percentage even after 2 hours.
- Square-shaped design co...",5
3136,"Well I bought this at 67k..using Amex discount! Lucky enough for that. Thanks FK & Amex
Mow coming to the device and specifically to its camera, its over hyped according to me!
I have watched a lot of reviews and all those sweet things about camera and pic quality but there are some caveats.
1. Picture gets pixelated when you try to zoom in even after 30 to 40% of actual image
2. Though the device houses the fastest chip across the globe (at the time of release), it still take couple of seco...",4
3137,"This is my first iPhone after being an android guy for last 10yr. Main reason for the switch was, having an Macbook and airpod already. So wanted to experience synergy between apple products in its ecosystem. Here is my 2 week review
Pros
1. Screen Quality is great. My last phone was Oneplus 7, so jump in screen quality was noticeable
2. Performance. This phone with iOS feels extremely fluid. The old phone feels not so snappy compared to it. Also, since i have never used a 90Hz display so di...",5
3138,"My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of ios

Cameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.

Battery life is also good. It would run a day and charges upto 90 percent in an hour.

The display is gorgeous. One of the best.",5
3139,This is my first Apple product and obviously I was very excited before unboxing it. The phone feels very premium and truly goes with the brand. Each and every specification of the phone is worth the money. So just go ahead and purchase it without any second thought. I pre-ordered it and received the product on time. Thanks Flipkart for prompt service.,5
3140,"I am using i phone 12, 64 gb variant since 3 months and i am giving review after 3 months

1. Awesome rear camera for daylight photography. I didn't satisfied with night mode. Front cmera need to be improvement as per brand value.
2. operating experience is superb.if you are android user you won't accept it first gradually you will used to it.
3.display is superb but refresh rate should be atleast 90 Hertz. You will not enjoy if you scrolling something else.
4.gaming experience is good due to...",4
3141,"Worth the money invested. My first iPhone and it could not have been better than this. The look, the ease of use, the security and the display+camera it's just awesome.",5
3142,"I am a tech freak so you can trust my views -
- A14 Bionic is the fastest, most efficient and reliable processor till date
- The camera focuses so quickly that you can take DSLR quality photos.
- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real.
- The stereo speakers are so clear even on high volume an...",5
3143,"Definitely an awesome product...an awesome experience if you are upgrading from android.... Bgmi experience is unmatched...
The performance and day to day activities on the mobile is way different than any other can offer....
My suggestion is ..if you can afford it....you may go if you are a lover of quality over quantity..
Battery is okay...neither like it cant even run few hours nor like it will run till days...in between...you can take it with a little over mild usage....for 6 to 7 hours.....",5
3144,Got an iphone 12 128gb green colour as I expected thanks for flipcart. And when it comes to phone iphone is good and i love purple colour but i got green but it's ok when it comes to its performance and camera excellent and battery backup and charging speed is also good..💭♥️,5
3145,"An apple fan, I find iPhone 12 light, easier to use than iPhone 11 as is compact in size and weight, display is a little better than iPhone 11, speed is also better and satisfactory. To my disappointment; there was no charger and no earphones in the box. Also the price strategy of apple for its products in india is positioned much higher than the developed countries while it should have been the other way round as the capacity to pay of people of developing nations like india is much lower th...",3
